frame,id,x,y,z,qx,qy,qz,qw
1824,0,0.024406,1.169948,-0.831167,0.9958113,-0.0045167,0.0827538,0.0386176
1825,0,0.024184,1.169816,-0.830504,0.9962474,-0.0045746,0.0783595,0.0364691
1826,0,0.022904,1.169374,-0.827566,0.9971744,-0.0027461,0.0675522,0.0327461
1827,0,0.022724,1.169182,-0.826237,0.9977377,-0.0024669,0.0603141,0.0295915
1828,0,0.022851,1.169153,-0.825651,0.9983090,-0.0007674,0.0525049,0.0249385
1829,0,0.022257,1.169106,-0.823706,0.9988449,0.0006750,0.0440129,0.0192677
1830,0,0.022777,1.169284,-0.823707,0.9993021,0.0023220,0.0351604,0.0123954
1831,0,0.022644,1.169442,-0.822880,0.9994304,0.0033871,0.0318189,0.0107244
1832,0,0.023128,1.169946,-0.823224,0.9996031,0.0042241,0.0274598,0.0046728
1833,0,0.024055,1.170509,-0.824702,0.9996451,0.0038909,0.0260134,0.0042150
1834,0,0.024777,1.171018,-0.826424,0.9996151,0.0040748,0.0274346,0.0006312
1835,0,0.024848,1.171586,-0.828484,0.9994168,0.0031002,0.0338415,0.0033554
1836,0,0.024482,1.171801,-0.830628,0.9987156,0.0017065,0.0499965,0.0080355
1837,0,0.023703,1.171678,-0.831991,0.9973466,-0.0013112,0.0701291,0.0194916
1838,0,0.022183,1.170593,-0.831518,0.9927079,-0.0072073,0.1085622,0.0518974
1839,0,0.021518,1.169607,-0.830479,0.9937609,-0.0063012,0.0961565,0.0561562
1840,0,0.022524,1.168788,-0.832171,0.9936025,-0.0060805,0.0984585,0.0549835
1841,0,0.021391,1.168082,-0.826915,0.9964293,-0.0048267,0.0670503,0.0510859
1842,0,0.020081,1.168208,-0.822886,0.9976091,-0.0024510,0.0516669,0.0458338
1843,0,0.019345,1.169074,-0.819960,0.9981977,-0.0023012,0.0420558,0.0427480
1844,0,0.019503,1.169943,-0.820188,0.9984087,-0.0031922,0.0363730,0.0429764
1845,0,0.022991,1.170184,-0.827879,0.9974506,-0.0016809,0.0561164,0.0440497
1846,0,0.024583,1.170392,-0.831926,0.9969006,-0.0021483,0.0645716,0.0448912
1847,0,0.024842,1.170219,-0.833006,0.9965165,-0.0019588,0.0697156,0.0457255
1848,0,0.023278,1.170020,-0.830606,0.9966555,-0.0022506,0.0683516,0.0447300
1849,0,0.021377,1.169742,-0.827725,0.9966165,-0.0028135,0.0698496,0.0432274
1850,0,0.019604,1.169513,-0.825005,0.9965338,-0.0023714,0.0730529,0.0397264
1851,0,0.017611,1.169463,-0.821021,0.9971992,-0.0019745,0.0649004,0.0371188
1852,0,0.018288,1.169416,-0.823180,0.9967152,-0.0022715,0.0737130,0.0334665
1853,0,0.017270,1.169340,-0.821098,0.9974887,-0.0005170,0.0650794,0.0279411
1854,0,0.017080,1.169113,-0.820858,0.9973313,-0.0014471,0.0626409,0.0374733
1855,0,0.016664,1.169104,-0.819719,0.9981343,-0.0015323,0.0539989,0.0284547
1856,0,0.016190,1.169287,-0.819724,0.9979203,-0.0035186,0.0543162,0.0345327
1857,0,0.015714,1.169319,-0.818726,0.9976515,-0.0013696,0.0583014,0.0359250
1858,0,0.016050,1.169088,-0.819518,0.9976000,-0.0048933,0.0517620,0.0457290
1859,0,0.015680,1.168982,-0.818797,0.9985806,-0.0040637,0.0386980,0.0363703
1860,0,0.015544,1.168639,-0.819666,0.9983464,-0.0005783,0.0570367,0.0071394
1861,0,0.015526,1.168566,-0.819445,0.9989926,-0.0016341,0.0442824,0.0070904
1862,0,0.014759,1.169042,-0.818909,0.9942396,-0.0032446,0.0917404,0.0553248
1863,0,0.015112,1.168752,-0.820306,0.9970800,-0.0031808,0.0664700,0.0374566
1864,0,0.014721,1.168908,-0.819154,0.9957968,-0.0034254,0.0719641,0.0565521
1865,0,0.014563,1.168843,-0.819208,0.9963935,-0.0026512,0.0734167,0.0424616
1866,0,0.014183,1.168784,-0.820488,0.9974459,-0.0032655,0.0602195,0.0382715
1867,0,0.014223,1.168745,-0.819457,0.9968206,-0.0016311,0.0696743,0.0386199
1868,0,0.014025,1.168843,-0.818372,0.9971170,-0.0029308,0.0683914,0.0327382
1869,0,0.014001,1.169019,-0.819205,0.9970587,-0.0023565,0.0639344,0.0421979
1870,0,0.013715,1.168990,-0.819085,0.9969559,-0.0024198,0.0707720,0.0326234
1871,0,0.013615,1.169031,-0.819085,0.9968858,-0.0020165,0.0696451,0.0369367
1872,0,0.013644,1.169210,-0.818202,0.9971666,-0.0028268,0.0660587,0.0358765
1873,0,0.013785,1.169245,-0.817901,0.9970265,-0.0030591,0.0675581,0.0369414
1874,0,0.013557,1.169109,-0.818270,0.9970577,-0.0011105,0.0692043,0.0329446
1875,0,0.013614,1.169490,-0.817168,0.9971092,-0.0024101,0.0692611,0.0311495
1876,0,0.013311,1.169193,-0.818391,0.9972429,-0.0019619,0.0671428,0.0315374
1877,0,0.012683,1.169394,-0.820452,0.9975187,-0.0009230,0.0612190,0.0347541
1878,0,0.012534,1.169357,-0.820627,0.9973588,-0.0011876,0.0642510,0.0338499
1879,0,0.012047,1.169337,-0.822710,0.9976209,-0.0014266,0.0612451,0.0316172
1880,0,0.012001,1.169306,-0.821575,0.9974488,-0.0021783,0.0640768,0.0313901
1881,0,0.012656,1.169512,-0.818563,0.9972875,-0.0023119,0.0683280,0.0272694
1882,0,0.012760,1.169556,-0.818752,0.9971032,-0.0017892,0.0692275,0.0314602
1883,0,0.013017,1.169859,-0.817752,0.9971184,-0.0015776,0.0691633,0.0311270
1884,0,0.012117,1.169589,-0.819881,0.9975333,-0.0023350,0.0640561,0.0286124
1885,0,0.012770,1.169539,-0.817848,0.9971038,-0.0032301,0.0686164,0.0326396
1886,0,0.012870,1.169624,-0.818436,0.9973534,-0.0012880,0.0655825,0.0313594
1887,0,0.012808,1.169684,-0.818943,0.9974102,-0.0015156,0.0640893,0.0326051
1888,0,0.012323,1.169734,-0.819906,0.9973873,-0.0017922,0.0642254,0.0330227
1889,0,0.012009,1.169679,-0.820159,0.9974155,-0.0026902,0.0623008,0.0356876
1890,0,0.012176,1.169686,-0.820029,0.9970851,-0.0020696,0.0667885,0.0368284
1891,0,0.012144,1.169399,-0.819730,0.9970672,-0.0013533,0.0669543,0.0370454
1892,0,0.012297,1.169182,-0.818423,0.9968011,-0.0018224,0.0695776,0.0392828
1893,0,0.012446,1.169230,-0.817672,0.9965345,-0.0009414,0.0723096,0.0411042
1894,0,0.012584,1.169358,-0.816840,0.9964404,-0.0016637,0.0733559,0.0415069
1895,0,0.012105,1.169505,-0.817376,0.9961936,-0.0030875,0.0781074,0.0385753
1896,0,0.011678,1.169852,-0.817913,0.9960458,-0.0011583,0.0785692,0.0414519
1897,0,0.009526,1.170097,-0.822587,0.9962870,-0.0032695,0.0766247,0.0391187
1898,0,0.006912,1.170207,-0.828300,0.9966310,-0.0031985,0.0714662,0.0401140
1899,0,0.006731,1.170119,-0.829384,0.9967145,-0.0030808,0.0703967,0.0399385
1900,0,0.006030,1.169979,-0.832359,0.9974121,-0.0026621,0.0595026,0.0402662
1901,0,0.005809,1.169871,-0.832737,0.9975903,-0.0018008,0.0576475,0.0385631
1902,0,0.006666,1.169667,-0.830941,0.9978979,-0.0004356,0.0536692,0.0363201
1903,0,0.007165,1.169394,-0.829184,0.9977395,0.0005158,0.0574215,0.0349060
1904,0,0.007929,1.169059,-0.826206,0.9974012,-0.0000332,0.0654335,0.0301521
1905,0,0.007413,1.168943,-0.825684,0.9971294,-0.0005200,0.0704468,0.0277455
1906,0,0.007178,1.168881,-0.825351,0.9968188,-0.0001817,0.0751078,0.0266652
1907,0,0.007080,1.169038,-0.822852,0.9958265,-0.0016751,0.0890072,0.0201114
1908,0,0.007651,1.169269,-0.820873,0.9956377,-0.0018544,0.0913355,0.0189704
1909,0,0.007788,1.170053,-0.820229,0.9955869,-0.0024945,0.0926584,0.0146608
1910,0,0.007898,1.170864,-0.821626,0.9960031,-0.0032577,0.0884144,0.0122542
1911,0,0.008354,1.171370,-0.823746,0.9967461,-0.0031323,0.0792142,0.0145784
1912,0,0.009276,1.171320,-0.824199,0.9971646,-0.0027256,0.0733675,0.0165115
1913,0,0.010325,1.171147,-0.824495,0.9978237,-0.0032236,0.0626314,0.0203672
1914,0,0.011393,1.170733,-0.823482,0.9980479,-0.0022567,0.0558188,0.0279191
1915,0,0.012110,1.170228,-0.822266,0.9978009,-0.0022934,0.0579737,0.0320486
1916,0,0.012143,1.169821,-0.822174,0.9977018,-0.0016390,0.0568018,0.0369042
1917,0,0.012326,1.169148,-0.821126,0.9973478,-0.0013627,0.0609244,0.0397945
1918,0,0.012041,1.168760,-0.821752,0.9974832,-0.0011499,0.0573204,0.0417173
1919,0,0.012310,1.168395,-0.820106,0.9972370,-0.0006304,0.0609083,0.0425213
1920,0,0.013085,1.168684,-0.816061,0.9965830,-0.0011945,0.0712006,0.0418498
1921,0,0.012878,1.169205,-0.815531,0.9963721,-0.0016385,0.0739389,0.0421068
1922,0,0.012891,1.169538,-0.814428,0.9959900,-0.0016550,0.0783683,0.0431238
1923,0,0.012056,1.169790,-0.815235,0.9960375,-0.0013914,0.0784469,0.0418742
1924,0,0.011647,1.169934,-0.815618,0.9961085,-0.0026938,0.0778149,0.0412977
1925,0,0.011835,1.170122,-0.814544,0.9957666,-0.0017197,0.0812289,0.0429856
1926,0,0.010520,1.170513,-0.817101,0.9960933,-0.0018026,0.0777473,0.0418350
1927,0,0.009791,1.170720,-0.819666,0.9964944,-0.0020555,0.0726777,0.0413848
1928,0,0.008327,1.170913,-0.824416,0.9970545,-0.0039633,0.0662422,0.0384536
1929,0,0.008348,1.170877,-0.824610,0.9970355,-0.0025544,0.0662570,0.0390353
1930,0,0.007895,1.171005,-0.827195,0.9974135,-0.0028697,0.0603605,0.0389198
1931,0,0.007674,1.170863,-0.828203,0.9975206,-0.0016787,0.0594598,0.0376087
1932,0,0.007623,1.170582,-0.828946,0.9977577,-0.0022184,0.0554390,0.0374329
1933,0,0.008591,1.170234,-0.827945,0.9977828,-0.0015851,0.0554345,0.0367980
1934,0,0.009030,1.170136,-0.827087,0.9976440,-0.0007897,0.0582927,0.0361633
1935,0,0.009545,1.169864,-0.825980,0.9976633,-0.0009174,0.0603719,0.0319734
1936,0,0.008985,1.169674,-0.825986,0.9975453,-0.0000660,0.0625813,0.0314152
1937,0,0.009185,1.169504,-0.824869,0.9973368,-0.0000621,0.0666538,0.0296081
1938,0,0.008685,1.169463,-0.824719,0.9972010,-0.0010051,0.0697612,0.0268785
1939,0,0.008265,1.169383,-0.824460,0.9967555,-0.0006853,0.0760823,0.0262593
1940,0,0.008055,1.169291,-0.824030,0.9962975,-0.0015346,0.0827853,0.0231422
1941,0,0.008288,1.169234,-0.822918,0.9961381,-0.0022662,0.0844464,0.0239279
1942,0,0.008575,1.169357,-0.821977,0.9962747,-0.0011365,0.0830299,0.0232735
1943,0,0.010107,1.169609,-0.818560,0.9959537,-0.0021868,0.0875866,0.0200039
1944,0,0.009835,1.169967,-0.819543,0.9962062,-0.0016990,0.0846194,0.0202441
1945,0,0.009234,1.170910,-0.822189,0.9967116,-0.0022532,0.0787168,0.0190952
1946,0,0.009451,1.171136,-0.822500,0.9968570,-0.0023026,0.0765944,0.0201040
1947,0,0.009498,1.171278,-0.825162,0.9976120,-0.0020098,0.0651571,0.0228215
1948,0,0.010139,1.171062,-0.824325,0.9977435,-0.0018977,0.0622834,0.0249985
1949,0,0.011594,1.170288,-0.822538,0.9979627,-0.0019928,0.0552957,0.0317616
1950,0,0.012696,1.169809,-0.819978,0.9974513,-0.0010953,0.0597505,0.0389829
1951,0,0.012990,1.169618,-0.818653,0.9972662,-0.0018572,0.0630932,0.0384185
1952,0,0.012798,1.169389,-0.818525,0.9969619,-0.0012987,0.0665023,0.0405310
1953,0,0.012577,1.169326,-0.818187,0.9967095,-0.0015298,0.0690461,0.0424316
1954,0,0.012505,1.169329,-0.817758,0.9965194,-0.0018324,0.0717448,0.0424083
1955,0,0.012729,1.169387,-0.816622,0.9967286,-0.0020068,0.0706018,0.0392876
1956,0,0.012957,1.169329,-0.816329,0.9968662,-0.0023613,0.0685677,0.0393791
1957,0,0.013225,1.169225,-0.817242,0.9974651,-0.0019695,0.0656694,0.0273335
1958,0,0.014180,1.169328,-0.816736,0.9969094,-0.0020534,0.0743948,0.0251559
1959,0,0.014579,1.169497,-0.817082,0.9965055,-0.0009543,0.0793735,0.0259950
1960,0,0.013994,1.169806,-0.819540,0.9964038,-0.0025865,0.0816625,0.0224525
1961,0,0.013065,1.169984,-0.822165,0.9969726,-0.0019146,0.0735077,0.0252720
1962,0,0.012957,1.170207,-0.822221,0.9971038,-0.0019953,0.0713566,0.0262360
1963,0,0.010715,1.170385,-0.827904,0.9982397,-0.0018460,0.0504769,0.0310844
1964,0,0.009270,1.170361,-0.831995,0.9985648,-0.0014625,0.0380483,0.0376635
1965,0,0.009062,1.170182,-0.832609,0.9984330,-0.0012656,0.0369573,0.0420010
1966,0,0.008728,1.170002,-0.833718,0.9985570,-0.0002511,0.0356915,0.0401235
1967,0,0.008905,1.169658,-0.834188,0.9983253,-0.0004539,0.0380717,0.0435545
1968,0,0.010950,1.169374,-0.828349,0.9975732,-0.0008569,0.0539645,0.0439871
1969,0,0.012427,1.169133,-0.824986,0.9969891,-0.0018095,0.0655922,0.0413162
1970,0,0.013963,1.169137,-0.822326,0.9958916,-0.0041600,0.0818162,0.0385829
1971,0,0.015408,1.169264,-0.820435,0.9945563,-0.0055733,0.0957354,0.0407603
1972,0,0.016295,1.169418,-0.818860,0.9942440,-0.0059126,0.0990851,0.0403252
1973,0,0.017309,1.170302,-0.816085,0.9935331,-0.0048694,0.1049024,0.0431724
1974,0,0.015330,1.171328,-0.818524,0.9946827,-0.0026538,0.0931406,0.0438638
1975,0,0.013829,1.171376,-0.819716,0.9956612,-0.0014681,0.0813450,0.0451616
1976,0,0.011192,1.170818,-0.823111,0.9968807,-0.0005512,0.0662753,0.0428503
1977,0,0.010117,1.170120,-0.824406,0.9974573,0.0000546,0.0598880,0.0386310
1978,0,0.010418,1.169271,-0.824439,0.9975011,-0.0007669,0.0629176,0.0321318
1979,0,0.011774,1.168968,-0.822412,0.9972352,-0.0010032,0.0690617,0.0274115
1980,0,0.014701,1.168687,-0.819017,0.9963398,-0.0021923,0.0827449,0.0213444
1981,0,0.015061,1.168685,-0.819050,0.9961266,-0.0014232,0.0851675,0.0218256
1982,0,0.015656,1.168781,-0.818354,0.9959533,-0.0012443,0.0872531,0.0215049
1983,0,0.016317,1.169153,-0.817504,0.9956991,-0.0021706,0.0899892,0.0219201
1984,0,0.016734,1.169641,-0.816860,0.9954389,-0.0017151,0.0927232,0.0223798
1985,0,0.014862,1.170267,-0.822662,0.9960241,-0.0015178,0.0864463,0.0214639
1986,0,0.012794,1.170606,-0.827957,0.9969007,-0.0022705,0.0758705,0.0206732
1987,0,0.011824,1.170751,-0.830310,0.9973778,-0.0019810,0.0685690,0.0230664
1988,0,0.009856,1.170802,-0.835122,0.9983020,-0.0008127,0.0503349,0.0293073
1989,0,0.009312,1.170718,-0.835754,0.9986106,-0.0001347,0.0398231,0.0345103
1994,0,0.012107,1.168489,-0.828702,0.9971366,-0.0011921,0.0590059,0.0472812
1995,0,0.013111,1.168531,-0.826654,0.9966021,-0.0020615,0.0703328,0.0428181
1996,0,0.014356,1.168679,-0.824594,0.9958297,-0.0035959,0.0814462,0.0409493
1997,0,0.006928,1.169189,-0.858291,0.9429001,-0.0174463,-0.3252842,-0.0694645
1999,0,0.017032,1.170791,-0.817294,0.9940154,-0.0052512,0.1011703,0.0408706
2000,0,0.015663,1.171751,-0.819804,0.9946435,-0.0042475,0.0938891,0.0430238
2001,0,0.013470,1.172060,-0.822390,0.9956813,-0.0019796,0.0804247,0.0463321
2002,0,0.011395,1.171792,-0.824755,0.9966590,-0.0008111,0.0683294,0.0447348
2003,0,0.010187,1.171063,-0.826137,0.9972142,0.0000392,0.0603325,0.0438618
2004,0,0.009697,1.170501,-0.826766,0.9974465,-0.0001350,0.0585910,0.0408359
2005,0,0.009333,1.169615,-0.826662,0.9977537,-0.0012012,0.0556363,0.0372914
2006,0,0.009759,1.169369,-0.826160,0.9979814,-0.0014056,0.0525381,0.0356493
2007,0,0.010424,1.168719,-0.825083,0.9976860,-0.0012263,0.0602995,0.0313864
2008,0,0.013516,1.168601,-0.819756,0.9968328,-0.0014478,0.0750813,0.0261747
2009,0,0.014569,1.168823,-0.818381,0.9965356,-0.0015846,0.0790092,0.0259191
2010,0,0.015179,1.169083,-0.817799,0.9963748,-0.0005935,0.0811868,0.0254092
2011,0,0.015505,1.169295,-0.817681,0.9961661,-0.0013715,0.0839064,0.0247191
2012,0,0.015096,1.169966,-0.820271,0.9961205,-0.0020438,0.0848976,0.0230696
2013,0,0.014680,1.170344,-0.821153,0.9961622,-0.0024499,0.0846690,0.0220456
2014,0,0.013872,1.170474,-0.823254,0.9965721,-0.0021640,0.0794824,0.0228456
2015,0,0.012878,1.170720,-0.825994,0.9972556,-0.0018822,0.0699049,0.0243128
2016,0,0.011768,1.170689,-0.829015,0.9978002,-0.0008503,0.0596258,0.0289611
2017,0,0.010263,1.170767,-0.833394,0.9984449,-0.0018192,0.0467008,0.0303888
2018,0,0.009522,1.170644,-0.834854,0.9986261,-0.0006906,0.0369194,0.0371828
2019,0,0.009051,1.170426,-0.836256,0.9985500,0.0006542,0.0269065,0.0466217
2020,0,0.009348,1.169994,-0.835638,0.9982694,0.0016047,0.0276307,0.0518861
2021,0,0.010145,1.169679,-0.832878,0.9980392,0.0006653,0.0369917,0.0504876
2022,0,0.011088,1.169358,-0.829595,0.9977234,-0.0004229,0.0486246,0.0467285
2023,0,0.011858,1.169208,-0.828439,0.9973382,-0.0014069,0.0577028,0.0445537
2024,0,0.012946,1.168964,-0.825775,0.9967712,-0.0020490,0.0692687,0.0405568
2025,0,0.013766,1.169058,-0.824400,0.9960445,-0.0035706,0.0794322,0.0396627
2026,0,0.015421,1.169169,-0.819952,0.9949206,-0.0050897,0.0938343,0.0360885
2027,0,0.015558,1.169338,-0.819828,0.9947518,-0.0046908,0.0948606,0.0380561
2028,0,0.016190,1.170321,-0.818378,0.9940687,-0.0065798,0.1014831,0.0385382
2029,0,0.016504,1.170432,-0.817439,0.9938854,-0.0058773,0.1027691,0.0399473
2030,0,0.014433,1.171983,-0.821428,0.9948493,-0.0044018,0.0916970,0.0429780
2031,0,0.012684,1.172051,-0.823801,0.9958694,-0.0032059,0.0792106,0.0442665
2032,0,0.011543,1.171822,-0.825432,0.9964129,-0.0012650,0.0707365,0.0464343
2033,0,0.009880,1.170889,-0.826580,0.9971238,-0.0011421,0.0621081,0.0434222
2034,0,0.009634,1.170256,-0.826502,0.9974049,-0.0004634,0.0589069,0.0413923
2035,0,0.010778,1.168883,-0.824320,0.9978131,-0.0015059,0.0590847,0.0295928
2036,0,0.012355,1.168693,-0.821788,0.9970225,-0.0015162,0.0725451,0.0260969
2037,0,0.013661,1.168822,-0.819927,0.9967259,-0.0020987,0.0768190,0.0251388
2038,0,0.014156,1.168902,-0.819787,0.9966651,-0.0023070,0.0784744,0.0222518
2039,0,0.014812,1.169354,-0.818814,0.9963751,-0.0024955,0.0822450,0.0215911
2040,0,0.014873,1.169939,-0.819506,0.9961562,-0.0018498,0.0844815,0.0230705
2041,0,0.014704,1.170249,-0.820590,0.9960593,-0.0012794,0.0853787,0.0239741
2042,0,0.013677,1.170449,-0.823781,0.9966576,-0.0014741,0.0790237,0.0206588
2043,0,0.013437,1.170544,-0.824366,0.9967619,-0.0018223,0.0770631,0.0228842
2044,0,0.011659,1.170722,-0.829034,0.9978048,-0.0017951,0.0601754,0.0275919
2045,0,0.010310,1.170613,-0.832954,0.9985455,-0.0010864,0.0430984,0.0323757
2046,0,0.009739,1.170569,-0.833832,0.9985892,-0.0005091,0.0358218,0.0391944
2047,0,0.009512,1.170528,-0.834759,0.9986231,0.0000149,0.0303489,0.0427897
2048,0,0.008492,1.170045,-0.838894,0.9983194,0.0014494,0.0202154,0.0542909
2049,0,0.009078,1.169511,-0.837536,0.9981326,0.0015864,0.0271010,0.0547213
2050,0,0.009937,1.169075,-0.835964,0.9979714,-0.0000682,0.0396359,0.0498200
2051,0,0.011621,1.168685,-0.831504,0.9973311,-0.0014029,0.0568057,0.0458464
2052,0,0.013387,1.168592,-0.827726,0.9961992,-0.0029903,0.0766232,0.0413171
2053,0,0.014096,1.168614,-0.825992,0.9957588,-0.0034643,0.0820461,0.0414843
2054,0,0.016155,1.169374,-0.820554,0.9940478,-0.0059295,0.1013032,0.0396415
2055,0,0.014759,1.169430,-0.827615,0.9953538,-0.0106672,0.0911095,0.0292581
2056,0,0.017074,1.170177,-0.818923,0.9935291,-0.0065445,0.1061596,0.0398390
2057,0,0.017125,1.171069,-0.818398,0.9932354,-0.0055662,0.1079116,0.0425154
2058,0,0.016230,1.171721,-0.819421,0.9938625,-0.0038924,0.0998626,0.0474306
2059,0,0.014795,1.171919,-0.821547,0.9946049,-0.0029629,0.0908336,0.0500152
2060,0,0.013201,1.171475,-0.824097,0.9960107,-0.0006951,0.0731125,0.0511541
2061,0,0.011951,1.170509,-0.826976,0.9968274,0.0002575,0.0603851,0.0518532
2062,0,0.011588,1.168781,-0.828330,0.9978142,0.0002059,0.0495157,0.0437599
2063,0,0.012327,1.168099,-0.826296,0.9978749,-0.0005117,0.0532365,0.0375683
2064,0,0.013661,1.167848,-0.822690,0.9976316,-0.0009930,0.0613751,0.0310364
2065,0,0.015395,1.168718,-0.817803,0.9963417,0.0000057,0.0811077,0.0269222
2066,0,0.015666,1.169005,-0.818170,0.9960762,0.0001392,0.0847376,0.0255278
2067,0,0.016300,1.169117,-0.818466,0.9952556,0.0002666,0.0943519,0.0237491
2068,0,0.016571,1.169323,-0.817259,0.9945646,0.0007198,0.1006836,0.0265245
2069,0,0.016885,1.169697,-0.816917,0.9928406,0.0021707,0.1161946,0.0275994
2070,0,0.016975,1.169647,-0.819209,0.9927585,0.0021068,0.1164339,0.0294860
2071,0,0.017292,1.169704,-0.822020,0.9929544,0.0025136,0.1152185,0.0275682
2072,0,0.017527,1.169748,-0.824579,0.9941075,0.0024412,0.1067983,0.0183988
2073,0,0.018015,1.169943,-0.827034,0.9950833,0.0024640,0.0988062,0.0063623
2074,0,0.017592,1.169992,-0.826432,0.9948348,0.0071460,0.0838849,-0.0567088
2075,0,0.016556,1.171433,-0.823600,0.9825979,-0.0109568,0.0846175,0.1649887
2076,0,0.015856,1.170773,-0.821850,0.9807652,-0.0134078,0.0955447,0.1696790
2077,0,0.015363,1.169885,-0.819969,0.9806000,-0.0151448,0.1023431,0.1664938
2078,0,0.016165,1.168908,-0.823058,0.9845868,-0.0132428,0.1048369,0.1393657
2079,0,0.017141,1.168318,-0.826370,0.9873149,-0.0113107,0.1097321,0.1141940
2080,0,0.019427,1.167982,-0.829656,0.9980459,-0.0001098,0.0622943,-0.0048742
2081,0,0.019460,1.168441,-0.824250,0.9999635,-0.0009831,-0.0005038,-0.0084675
2082,0,0.019743,1.169073,-0.820514,0.9988857,-0.0004696,-0.0433175,-0.0187297
2083,0,0.020025,1.169986,-0.820460,0.9981454,-0.0014575,-0.0567019,-0.0221021
2084,0,0.020021,1.170622,-0.823107,0.9985796,-0.0003677,-0.0459365,-0.0269896
2085,0,0.017608,1.171361,-0.827550,0.9866443,-0.0047816,0.1572953,0.0420527
2086,0,0.016899,1.171219,-0.827836,0.9907500,-0.0057531,0.1140153,0.0733618
2087,0,0.016188,1.170681,-0.825137,0.9911279,-0.0070702,0.0802971,0.1056781
2088,0,0.015608,1.170114,-0.822548,0.9887030,-0.0076412,0.0630281,0.1357776
2089,0,0.015264,1.167514,-0.819704,0.9967725,0.0019341,0.0448769,-0.0665348
2090,0,0.015597,1.167014,-0.821069,0.9975511,0.0019759,0.0622773,-0.0317729
2091,0,0.016209,1.166916,-0.822096,0.9975173,0.0008229,0.0701194,-0.0064673
2092,0,0.016942,1.167366,-0.821437,0.9920012,0.0031632,0.1235974,0.0254436
2093,0,0.017153,1.168097,-0.820184,0.9880652,0.0043238,0.1494244,0.0371582
2094,0,0.017383,1.168513,-0.819820,0.9858475,0.0047081,0.1606682,0.0476266
2095,0,0.017555,1.168970,-0.820102,0.9846916,0.0060953,0.1686772,0.0435121
2096,0,0.019306,1.169951,-0.822396,0.9965057,-0.0105394,-0.0114273,0.0820659
2097,0,0.019924,1.170058,-0.826486,0.9968815,-0.0078955,0.0144047,0.0771845
2098,0,0.020049,1.170296,-0.831397,0.9938032,-0.0060817,0.0662333,0.0890585
2099,0,0.018829,1.169892,-0.830215,0.9935095,0.0074051,0.1115332,-0.0210838
2100,0,0.017753,1.169840,-0.827613,0.9924664,0.0101427,0.1088057,-0.0553970
2101,0,0.016445,1.169614,-0.824036,0.9910812,0.0126856,0.1051810,-0.0808337
2102,0,0.015859,1.170671,-0.823097,0.9818024,-0.0139253,0.1100158,0.1541645
2103,0,0.015794,1.169985,-0.823425,0.9825572,-0.0143235,0.1134853,0.1466198
2104,0,0.016750,1.168973,-0.826564,0.9865900,-0.0114179,0.1115282,0.1186222
2105,0,0.018109,1.168299,-0.830552,0.9894726,-0.0087933,0.1116585,0.0916464
2106,0,0.019182,1.167554,-0.831662,0.9984390,0.0011612,0.0515070,-0.0215734
2107,0,0.019272,1.167975,-0.825942,0.9998651,-0.0004700,-0.0098147,-0.0131637
2108,0,0.019286,1.168428,-0.821478,0.9986049,-0.0020319,-0.0508089,-0.0142328
2109,0,0.019251,1.168749,-0.819279,0.9975970,-0.0024378,-0.0671504,-0.0168834
2110,0,0.017189,1.169745,-0.819160,0.9758760,-0.0049751,0.2163728,0.0287054
2111,0,0.017410,1.170816,-0.824201,0.9835318,-0.0054585,0.1758333,0.0414505
2112,0,0.017269,1.171007,-0.829552,0.9900976,-0.0048030,0.1277154,0.0580719
2113,0,0.016354,1.170689,-0.828984,0.9921704,-0.0053821,0.0845313,0.0917793
2114,0,0.015806,1.170282,-0.826963,0.9921071,-0.0058214,0.0620383,0.1088158
2115,0,0.015366,1.168120,-0.822552,0.9978649,-0.0006256,0.0326301,-0.0565736
2116,0,0.015678,1.167250,-0.822827,0.9982759,-0.0002512,0.0441369,-0.0386918
2117,0,0.016105,1.166954,-0.822975,0.9953489,0.0021235,0.0960303,0.0073652
2118,0,0.016362,1.167143,-0.821566,0.9937309,0.0029357,0.1111587,0.0115773
2119,0,0.016811,1.167755,-0.819966,0.9891183,0.0044880,0.1435125,0.0320797
2120,0,0.016784,1.168235,-0.818287,0.9875507,0.0052244,0.1533045,0.0348449
2121,0,0.017064,1.169104,-0.819408,0.9854568,0.0057033,0.1640262,0.0440201
2122,0,0.017643,1.169324,-0.822911,0.9876741,0.0040446,0.1514065,0.0394936
2123,0,0.018873,1.169933,-0.825682,0.9963246,-0.0074323,0.0195464,0.0830664
2124,0,0.019048,1.170105,-0.828911,0.9955426,-0.0066622,0.0473341,0.0813014
2125,0,0.018396,1.169736,-0.828039,0.9948782,0.0048198,0.1006653,-0.0077920
2126,0,0.017805,1.169872,-0.827255,0.9945079,0.0070248,0.0973660,-0.0377427
2127,0,0.016361,1.171373,-0.823911,0.9837484,-0.0120302,0.0981729,0.1498543
2128,0,0.015444,1.171059,-0.822127,0.9824417,-0.0127432,0.1008621,0.1564376
2129,0,0.015237,1.170614,-0.821274,0.9815380,-0.0138713,0.1018917,0.1612726
2130,0,0.015297,1.169435,-0.821521,0.9811241,-0.0151785,0.1014891,0.1639056
2131,0,0.015669,1.168782,-0.822597,0.9834141,-0.0139391,0.1025607,0.1489425
2132,0,0.017875,1.167988,-0.828291,0.9900482,-0.0098469,0.1027886,0.0956146
